brand,model,cc,segment,year,speedometer_type,top_speed_kmh,mileage_kmpl,fuel_tank_liters,factory_price_inr,gst_rate_pct,gst_amount_inr,ex_showroom_inr,on_road_price_inr,overall_score,price_increase_scenario_pct,buyer_behaviour,price_sensitivity,gst_impact_pct,price_difference,value_score
Bajaj,Dominar 400,373,premium,2023,Digital,195,22.5,15.4,175573,31.0,54427,230000,268486,77,11.1,Will definitely switch,Very High,30.999641174895913,92913,0.006452850427955275
Honda,CD 110 Dream,109,budget,2020,Analog,99,68.6,8.7,59375,28.0,16625,76000,90960,64,12.9,Will definitely switch,Very High,28.000000000000004,31585,0.04826737027264731
Honda,CB300R,293,premium,2025,Digital,150,34.6,18.3,204688,28.0,57312,262000,305869,75,6.9,Will likely switch brand,High,27.99968732900805,101181,0.00848402420644132
Suzuki,Gixxer SF,155,mid,2024,Semi-Digital,124,46.3,13.7,109375,28.0,30625,140000,162407,69,9.0,Will likely switch brand,High,28.000000000000004,53032,0.01967095014377459
Ktm,Duke 125,124,mid,2023,Digital,120,53.5,12.6,146875,28.0,41125,188000,215873,71,5.6,Will likely switch brand,High,28.000000000000004,68998,0.017595993940881908
Tvs,Apache RR 310,312,premium,2021,Digital,159,34.5,13.5,204688,28.0,57312,262000,296941,76,1.4,Likely to buy,Low,27.99968732900805,92253,0.008830036943365854
Royal Enfield,Interceptor 650,648,premium,2022,Analog,183,21.8,19.0,239695,31.0,74305,314000,357895,71,1.2,Likely to buy,Low,30.99981226141555,118200,0.004324732114167563
Ktm,Duke 250,248,premium,2021,Digital,142,31.8,13.9,180469,28.0,50531,231000,269863,77,14.4,Will definitely switch,Very High,27.999822684228313,89394,0.009073492846370195
Bajaj,Pulsar NS200,199,mid,2025,Digital,129,43.0,12.7,113281,28.0,31719,145000,170272,76,3.8,Might reconsider,Medium,28.000282483382033,56991,0.01919282089832738
Tvs,Apache RTR 160,159,mid,2024,Semi-Digital,127,43.1,13.5,89062,28.0,24938,114000,135711,67,5.6,Will likely switch brand,High,28.000718600525477,46649,0.021278304632638478
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,119,60.0,13.2,100781,28.0,28219,129000,148274,72,10.8,Will definitely switch,Very High,28.00031752016749,47493,0.029135249605460163
Ktm,Duke 125,124,mid,2025,Digital,118,50.8,10.7,139062,28.0,38938,178000,206991,77,6.4,Will likely switch brand,High,28.000460226373846,67929,0.01889743998531337
Honda,SP 125,124,budget,2025,Digital,114,52.0,12.9,75000,28.0,21000,96000,113298,76,13.8,Will definitely switch,Very High,28.000000000000004,38298,0.03488146304436089
Bajaj,Pulsar N250,249,mid,2022,Digital,142,35.8,15.9,137500,28.0,38500,176000,203433,72,8.1,Will likely switch brand,High,28.000000000000004,65933,0.012670510684107298
Bajaj,Platina 100,102,budget,2023,Analog,99,72.3,9.7,50781,28.0,14219,65000,76366,61,5.8,Will definitely switch,Very High,28.000630156948464,25585,0.057752141005159366
Ktm,Duke 125,124,mid,2020,Digital,119,52.7,12.2,126562,28.0,35438,162000,186300,77,7.5,Will likely switch brand,High,28.000505681010097,59738,0.021781535158346754
Tvs,Star City Plus,109,budget,2021,Semi-Digital,90,75.7,8.6,66406,28.0,18594,85000,99782,61,9.5,Will definitely switch,Very High,28.000481884167094,33376,0.04627788579102443
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,124,43.8,12.9,117969,28.0,33031,151000,172700,65,6.0,Will definitely switch,Very High,27.999728742296703,54731,0.016485234510712217
Suzuki,Gixxer SF,155,mid,2023,Semi-Digital,123,43.4,10.2,107812,28.0,30188,138000,163476,64,10.7,Will definitely switch,Very High,28.000593625941455,55664,0.016990873278034696
Hero,Splendor Plus,97,budget,2023,Analog,92,67.9,8.1,53906,28.0,15094,69000,80932,59,2.3,Might reconsider,Medium,28.000593625941455,27026,0.0494995798942322
Hero,HF Deluxe,97,budget,2021,Analog,88,77.7,8.1,53125,28.0,14875,68000,79815,66,3.4,Might reconsider,Medium,28.000000000000004,26690,0.06425108062394287
Yamaha,MT-03,321,premium,2020,Digital,157,33.0,14.6,336719,28.0,94281,431000,491671,76,14.1,Will definitely switch,Very High,27.999904965267774,154952,0.005100971991433296
Honda,Unicorn,160,mid,2025,Semi-Digital,126,37.1,13.3,87500,28.0,24500,112000,129294,69,4.1,Might reconsider,Medium,28.000000000000004,41794,0.019799062601512832
Royal Enfield,Guerrilla 450,452,premium,2024,Digital,166,22.0,14.2,205344,31.0,63656,269000,314781,85,12.1,Will definitely switch,Very High,30.99968832787907,109437,0.005940638094421201
Honda,SP 125,124,budget,2025,Digital,109,60.6,11.3,78125,28.0,21875,100000,121094,76,3.5,Might reconsider,Medium,28.000000000000004,42969,0.03803326341519812
Yamaha,MT-15 V2,155,mid,2025,Digital,140,40.8,14.0,123438,28.0,34562,158000,182212,70,8.0,Will likely switch brand,High,27.99948152108751,58774,0.01567405000768336
Bajaj,Dominar 400,373,premium,2020,Digital,208,23.3,14.0,169466,31.0,52534,222000,256678,73,9.7,Will likely switch brand,High,30.999728559121003,87212,0.0066265905141850885
Yamaha,R15M,155,mid,2022,Digital,139,39.4,10.5,150781,28.0,42219,193000,218345,74,11.3,Will definitely switch,Very High,28.000212228331158,67564,0.013353179601090018
Royal Enfield,Meteor 350,349,premium,2025,Semi-Digital,149,33.1,15.3,167969,28.0,47031,215000,251129,66,4.2,Might reconsider,Medium,27.999809488655647,83160,0.008699114797574155
Tvs,Star City Plus,109,budget,2024,Semi-Digital,92,75.1,8.6,60938,28.0,17062,78000,91197,70,13.2,Will definitely switch,Very High,27.998949752207164,30259,0.05764444005833525
Ktm,Adventure 390,373,premium,2021,Digital,169,19.6,17.1,280153,31.0,86847,367000,414715,74,2.8,Might reconsider,Medium,30.999846512441415,134562,0.003497341547809942
Bajaj,Pulsar NS200,199,mid,2024,Digital,126,38.6,11.0,112500,28.0,31500,144000,165653,70,6.9,Will likely switch brand,High,28.000000000000004,53153,0.016311204747272913
Tvs,Apache RTR 160 4V,159,mid,2023,Digital,131,37.8,11.8,107031,28.0,29969,137000,161895,72,6.3,Will likely switch brand,High,28.000298978800537,54864,0.016810895951079402
Yamaha,R3,321,premium,2022,Digital,152,28.3,17.2,357812,28.0,100188,458000,521722,76,13.0,Will definitely switch,Very High,28.000178864878762,163910,0.0041225020221497275
Honda,CB500X,471,premium,2020,Digital,184,21.8,15.3,446565,31.0,138435,585000,661165,84,9.5,Will likely switch brand,High,30.999966410265024,214600,0.002769656591017371
Yamaha,FZS 25,249,mid,2023,Digital,151,33.8,19.6,122656,28.0,34344,157000,184086,72,6.7,Will likely switch brand,High,28.0002608922515,61430,0.01321990808643786
Royal Enfield,Guerrilla 450,452,premium,2024,Digital,162,21.5,14.1,217557,31.0,67443,285000,327779,78,6.4,Will likely switch brand,High,31.00015168438616,110222,0.005116252108890442
Ktm,RC 390,373,premium,2025,Digital,191,22.1,13.4,274809,31.0,85191,360000,419545,81,10.6,Will definitely switch,Very High,31.00007641671124,144736,0.00426676518609446
Royal Enfield,Interceptor 650,648,premium,2020,Analog,183,24.2,17.9,264885,31.0,82115,347000,399204,73,10.9,Will definitely switch,Very High,31.000245389508656,134319,0.0044253063596557144
Honda,CB350RS,348,premium,2020,Digital,158,30.1,13.8,165625,28.0,46375,212000,245111,82,12.8,Will definitely switch,Very High,28.000000000000004,79486,0.010069723513020632
Honda,Shine,124,budget,2023,Semi-Digital,107,61.3,10.7,71875,28.0,20125,92000,110626,72,13.7,Will definitely switch,Very High,28.000000000000004,38751,0.03989658850541464
Ktm,RC 200,199,mid,2025,Digital,138,45.9,13.5,160938,28.0,45062,206000,239834,78,11.3,Will definitely switch,Very High,27.99960233133256,78896,0.014927825079012982
Honda,Unicorn,160,mid,2020,Semi-Digital,126,39.7,13.9,92188,28.0,25812,118000,138043,68,10.8,Will definitely switch,Very High,27.9993057664772,45855,0.01955622523416617
Yamaha,R15 V4,155,mid,2022,Digital,129,41.2,10.7,129688,28.0,36312,166000,191186,73,3.4,Might reconsider,Medium,27.999506507926718,61498,0.015731277394788322
Honda,CB350 H'ness,348,premium,2025,Digital,146,32.5,14.3,156250,28.0,43750,200000,231095,74,3.8,Might reconsider,Medium,28.000000000000004,74845,0.01040697548627188
Bajaj,Pulsar 150,149,mid,2022,Semi-Digital,108,60.5,10.3,86719,28.0,24281,111000,132691,77,3.3,Might reconsider,Medium,27.999630992054797,45972,0.03510788222260741
Honda,CB200X,184,mid,2020,Digital,123,41.9,12.7,113281,28.0,31719,145000,168590,69,1.9,Likely to buy,Low,28.000282483382033,55309,0.017148703956343794
Hero,Xtreme 125R,125,budget,2022,Digital,113,55.3,12.4,76562,28.0,21438,98000,115311,72,7.6,Will likely switch brand,High,28.00083592382644,38749,0.03452922964851575
Royal Enfield,Hunter 350,349,premium,2020,Semi-Digital,161,35.4,19.8,126562,28.0,35438,162000,191807,78,6.3,Will likely switch brand,High,28.000505681010097,65245,0.01439572069841038
Royal Enfield,Bullet 350,346,premium,2024,Analog,144,33.7,15.0,143750,28.0,40250,184000,211111,59,9.4,Will definitely switch,Very High,28.000000000000004,67361,0.009418268114877957
Tvs,Star City Plus,109,budget,2022,Semi-Digital,91,70.3,8.0,62500,28.0,17500,80000,95779,61,14.8,Will definitely switch,Very High,28.000000000000004,33279,0.04477286252727634
Royal Enfield,Scram 411,411,premium,2024,Semi-Digital,198,21.7,18.6,174046,31.0,53954,228000,270054,77,6.6,Will likely switch brand,High,30.99985061420544,96008,0.006187281062306057
Royal Enfield,Thunderbird 350X,346,premium,2021,Semi-Digital,143,34.7,18.0,142969,28.0,40031,183000,218051,72,5.1,Will likely switch brand,High,27.999776175254777,75082,0.011457869947856235
Suzuki,Access 125,124,budget,2024,Semi-Digital,107,50.1,13.9,74219,28.0,20781,95000,111924,59,12.7,Will definitely switch,Very High,27.999568843557583,37705,0.026409885279296667
Yamaha,FZ-X,149,mid,2025,Digital,112,55.5,12.8,100000,28.0,28000,128000,149375,72,3.4,Might reconsider,Medium,28.000000000000004,49375,0.026751464435146442
Honda,Unicorn,160,mid,2025,Semi-Digital,128,46.1,11.9,89062,28.0,24938,114000,133506,71,11.1,Will definitely switch,Very High,28.000718600525477,44444,0.024516501131035307
Honda,CB200X,184,mid,2024,Digital,130,37.9,10.3,120312,28.0,33688,154000,182590,72,14.0,Will definitely switch,Very High,28.00053195026265,62278,0.014944958650528506
Royal Enfield,Hunter 350,349,premium,2023,Semi-Digital,165,33.2,18.7,126562,28.0,35438,162000,190417,74,14.5,Will definitely switch,Very High,28.000505681010097,63855,0.012902209361559105
Bajaj,Pulsar RS200,199,mid,2021,Digital,126,44.4,13.4,131250,28.0,36750,168000,192203,68,9.0,Will likely switch brand,High,28.000000000000004,60953,0.015708391648413395
Royal Enfield,Continental GT 650,648,premium,2022,Analog,184,20.4,18.6,262595,31.0,81405,344000,386482,69,5.5,Will likely switch brand,High,31.00020944800929,123887,0.003642084236782049
Honda,CB300R,293,premium,2022,Digital,154,28.2,18.9,211719,28.0,59281,271000,312155,77,3.0,Might reconsider,Medium,27.999848856267036,100436,0.00695615960019862
Yamaha,R15M,155,mid,2024,Digital,121,45.5,14.0,160938,28.0,45062,206000,235767,82,5.5,Will likely switch brand,High,27.99960233133256,74829,0.015824945815148005
Honda,CB200X,184,mid,2023,Digital,135,45.3,10.2,113281,28.0,31719,145000,172115,79,10.9,Will definitely switch,Very High,28.000282483382033,58834,0.020792493391046683
Royal Enfield,Bullet 350,346,premium,2025,Analog,141,33.5,15.7,128906,28.0,36094,165000,193600,61,13.0,Will definitely switch,Very High,28.000248242905684,64694,0.010555268595041323
Bajaj,CT100,102,budget,2024,Analog,96,69.6,9.5,50781,28.0,14219,65000,78789,61,6.5,Will definitely switch,Very High,28.000630156948464,28008,0.05388569470357536
Tvs,Apache RTR 160 4V,159,mid,2020,Digital,130,37.9,13.4,108594,28.0,30406,139000,161367,75,13.1,Will definitely switch,Very High,27.9997053244194,52773,0.017615125769209317
Tvs,Apache RR 310,312,premium,2025,Digital,144,31.9,14.4,217188,28.0,60812,278000,316015,72,4.1,Might reconsider,Medium,27.9997053244194,98827,0.007268009429932123
Hero,HF Deluxe,97,budget,2020,Analog,98,67.9,8.2,53125,28.0,14875,68000,80551,66,12.8,Will definitely switch,Very High,28.000000000000004,27426,0.0556343186304329
Yamaha,FZS 25,249,mid,2023,Digital,153,30.8,14.7,122656,28.0,34344,157000,182340,67,9.8,Will likely switch brand,High,28.0002608922515,59684,0.011317319293627288
Honda,CB200X,184,mid,2023,Digital,132,43.5,13.5,112500,28.0,31500,144000,167342,79,10.2,Will definitely switch,Very High,28.000000000000004,54842,0.020535788983040718
Royal Enfield,Continental GT 650,648,premium,2024,Analog,167,20.0,14.6,250382,31.0,77618,328000,377551,70,10.0,Will likely switch brand,High,30.999832256312352,127169,0.003708108308546395
Yamaha,MT-15 V2,155,mid,2021,Digital,140,40.8,10.4,128125,28.0,35875,164000,192276,73,5.2,Will likely switch brand,High,28.000000000000004,64151,0.01549023279036385
Hero,Xpulse 200 4V,199,mid,2024,Digital,120,45.2,13.1,125000,28.0,35000,160000,188498,80,8.8,Will likely switch brand,High,28.000000000000004,63498,0.019183227408248363
Suzuki,Gixxer,155,mid,2021,Semi-Digital,140,45.2,13.9,105469,28.0,29531,135000,159154,65,11.5,Will definitely switch,Very High,27.99969659331178,53685,0.018460107820098774
Honda,CB200X,184,mid,2024,Digital,130,41.5,10.8,110938,28.0,31062,142000,165806,70,1.5,Likely to buy,Low,27.999423101191656,54868,0.01752047573670434
Bajaj,CT100,102,budget,2021,Analog,94,78.1,8.8,43750,28.0,12250,56000,65925,60,14.5,Will definitely switch,Very High,28.000000000000004,22175,0.07108077360637087
Hero,Splendor Plus,97,budget,2025,Analog,99,72.7,8.6,55469,28.0,15531,71000,83485,58,9.1,Will definitely switch,Very High,27.999423101191656,28016,0.05050727675630353
Royal Enfield,Himalayan 450,452,premium,2022,Digital,175,23.7,19.0,221374,31.0,68626,290000,336527,77,3.6,Might reconsider,Medium,31.00002710345388,115153,0.0054227446831903526
Bajaj,Pulsar N250,249,mid,2024,Digital,163,30.3,14.8,138281,28.0,38719,177000,204968,74,6.9,Will likely switch brand,High,28.000231412847754,66687,0.010939268568752197
Royal Enfield,Continental GT 650,648,premium,2020,Analog,204,22.9,17.4,265649,31.0,82351,348000,394769,65,8.5,Will definitely switch,Very High,30.999928477050542,129120,0.003770559491753405
Tvs,Raider 125,124,budget,2022,Digital,110,55.8,14.0,80469,28.0,22531,103000,121122,69,12.5,Will definitely switch,Very High,27.99960233133256,40653,0.03178778421756576
Ktm,RC 390,373,premium,2020,Digital,167,20.0,15.3,251145,31.0,77855,329000,382611,81,8.7,Will likely switch brand,High,31.000019908817617,131466,0.004234065408469699
Honda,Shine,124,budget,2021,Semi-Digital,108,52.0,11.5,68750,28.0,19250,88000,102259,65,14.7,Will definitely switch,Very High,28.000000000000004,33509,0.03305332537967318
Honda,Unicorn,160,mid,2025,Semi-Digital,135,42.9,12.3,93750,28.0,26250,120000,138311,63,8.4,Will definitely switch,Very High,28.000000000000004,44561,0.019540745132346667
Tvs,Apache RTR 160 4V,159,mid,2025,Digital,132,40.2,12.7,106250,28.0,29750,136000,159402,68,5.8,Will likely switch brand,High,28.000000000000004,53152,0.01714909474159672
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,120,38.2,12.6,114062,28.0,31938,146000,172813,68,8.2,Will likely switch brand,High,28.00056109835002,58751,0.015031276582201573
Honda,CB350RS,348,premium,2023,Digital,151,33.1,17.9,168750,28.0,47250,216000,251313,75,10.5,Will definitely switch,Very High,28.000000000000004,82563,0.009878120113165655
Bajaj,Pulsar 125,124,budget,2021,Semi-Digital,118,52.0,11.2,73438,28.0,20562,94000,109726,65,14.2,Will definitely switch,Very High,27.9991285165718,36288,0.03080400269762864
Honda,Shine,124,budget,2021,Semi-Digital,107,56.8,12.3,75000,28.0,21000,96000,111090,62,14.2,Will definitely switch,Very High,28.000000000000004,36090,0.03170042308038527
Honda,CD 110 Dream,109,budget,2025,Analog,98,77.8,8.3,63281,28.0,17719,81000,94547,67,8.1,Will likely switch brand,High,28.000505681010097,31266,0.05513236802859953
Yamaha,R15M,155,mid,2025,Digital,120,38.2,10.0,156250,28.0,43750,200000,238394,76,3.7,Might reconsider,Medium,28.000000000000004,82144,0.01217815884627969
Ktm,RC 200,199,mid,2024,Digital,136,46.5,11.8,173438,28.0,48562,222000,258869,84,9.5,Will likely switch brand,High,27.999630992054797,85431,0.015088712823860716
Bajaj,Platina 100,102,budget,2020,Analog,96,64.5,8.8,54688,28.0,15312,70000,83823,57,8.2,Will definitely switch,Very High,27.99882972498537,29135,0.043860277012275864
Royal Enfield,Continental GT 650,648,premium,2023,Analog,194,20.7,15.1,245802,31.0,76198,322000,376868,64,5.1,Will definitely switch,Very High,30.999747764460828,131066,0.0035152891728668922
Bajaj,Pulsar N250,249,mid,2020,Digital,160,35.3,19.5,118750,28.0,33250,152000,177002,79,12.6,Will definitely switch,Very High,28.000000000000004,58252,0.015755189206901617
Yamaha,R15 V4,155,mid,2021,Digital,120,40.5,11.6,130469,28.0,36531,167000,190169,72,13.5,Will definitely switch,Very High,27.999754731008895,59700,0.015333729472206301
Hero,HF Deluxe,97,budget,2020,Analog,98,76.7,8.3,51562,28.0,14438,66000,78777,57,13.8,Will definitely switch,Very High,28.001241224157326,27215,0.05549716287748963
Tvs,Radeon,109,budget,2025,Analog,93,76.6,9.7,58594,28.0,16406,75000,88639,55,14.9,Will definitely switch,Very High,27.999453868996827,30045,0.04752986834237751
Bajaj,CT100,102,budget,2023,Analog,91,64.9,8.8,44531,28.0,12469,57000,69884,59,1.6,Likely to buy,Low,28.000718600525477,25353,0.05479222711922615
Royal Enfield,Bullet 350,346,premium,2024,Analog,148,35.5,16.5,145312,28.0,40688,186000,212356,66,6.9,Will definitely switch,Very High,28.00044043162299,67044,0.011033359076268153
Honda,CB300R,293,premium,2020,Digital,163,33.7,18.5,204688,28.0,57312,262000,307506,78,2.8,Might reconsider,Medium,27.99968732900805,102818,0.008548125890226533
Honda,CB300R,293,premium,2025,Digital,150,28.6,13.1,199219,28.0,55781,255000,295032,78,14.7,Will definitely switch,Very High,27.99983937275059,95813,0.0075612136988530065
Yamaha,MT-15 V2,155,mid,2020,Digital,136,43.2,13.5,128125,28.0,35875,164000,190737,69,4.5,Might reconsider,Medium,28.000000000000004,62612,0.015627801632614544
Tvs,Star City Plus,109,budget,2024,Semi-Digital,90,73.4,9.3,65625,28.0,18375,84000,97900,64,14.9,Will definitely switch,Very High,28.000000000000004,32275,0.04798365679264556
Honda,CB500X,471,premium,2020,Digital,187,24.3,19.1,423664,31.0,131336,555000,622200,76,9.6,Will likely switch brand,High,31.000037765776657,198536,0.0029681774349083895
Royal Enfield,Continental GT 650,648,premium,2023,Analog,187,20.5,17.5,255725,31.0,79275,335000,383147,70,1.9,Likely to buy,Low,31.000097761266986,127422,0.00374529880176538
Tvs,Apache RR 310,312,premium,2020,Digital,150,31.4,13.4,205469,28.0,57531,263000,305629,69,3.5,Might reconsider,Medium,27.999844258744627,100160,0.007088986974403607
Royal Enfield,Classic 350,349,premium,2022,Semi-Digital,148,31.5,13.8,145312,28.0,40688,186000,215764,73,6.1,Will likely switch brand,High,28.00044043162299,70452,0.010657477614430581
Hero,HF Deluxe,97,budget,2022,Analog,96,74.1,8.5,56250,28.0,15750,72000,85803,65,8.4,Will definitely switch,Very High,28.000000000000004,29553,0.0561344008950736
Tvs,Apache RTR 160,159,mid,2025,Semi-Digital,139,43.3,13.3,89062,28.0,24938,114000,132848,60,1.6,Likely to buy,Low,28.000718600525477,43786,0.019556184511622304
Bajaj,Pulsar 150,149,mid,2021,Semi-Digital,114,56.6,12.1,92969,28.0,26031,119000,140912,69,14.9,Will definitely switch,Very High,27.99965579924491,47943,0.027715169751334166
Honda,CB500X,471,premium,2022,Digital,208,24.1,16.1,410687,31.0,127313,538000,610263,84,14.7,Will definitely switch,Very High,31.000007304833122,199576,0.0033172582968326774
Honda,CB200X,184,mid,2021,Digital,125,44.9,11.2,125000,28.0,35000,160000,183437,78,4.8,Might reconsider,Medium,28.000000000000004,58437,0.01909211336862247
Hero,Xpulse 200,199,mid,2021,Digital,137,41.9,11.8,118750,28.0,33250,152000,178818,76,14.6,Will definitely switch,Very High,28.000000000000004,60068,0.01780805064367122
Yamaha,MT-03,321,premium,2024,Digital,140,29.7,17.9,352344,28.0,98656,451000,521398,72,9.0,Will likely switch brand,High,27.999909179665327,169054,0.004101281554589776
Yamaha,MT-03,321,premium,2021,Digital,149,34.7,14.6,357031,28.0,99969,457000,528249,74,8.7,Will likely switch brand,High,28.00008962807151,171218,0.004860965188765147
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,128,46.3,14.0,108594,28.0,30406,139000,158056,64,10.0,Will definitely switch,Very High,27.9997053244194,49462,0.018747785594978993
Bajaj,Pulsar NS200,199,mid,2024,Digital,130,46.8,11.1,117969,28.0,33031,151000,173146,74,14.2,Will definitely switch,Very High,27.999728742296703,55177,0.020001617132362284
Honda,CB350 H'ness,348,premium,2022,Digital,140,33.0,14.2,161719,28.0,45281,207000,238411,77,4.1,Might reconsider,Medium,27.999802125909756,76692,0.010658065273833842
Hero,Passion Pro,110,budget,2025,Semi-Digital,97,63.4,9.3,62500,28.0,17500,80000,97566,73,4.6,Might reconsider,Medium,28.000000000000004,35066,0.04743660701473874
Suzuki,Gixxer SF 250,249,mid,2021,Digital,165,32.6,18.1,145312,28.0,40688,186000,213791,69,3.2,Might reconsider,Medium,28.00044043162299,68479,0.010521490614665726
Ktm,RC 390,373,premium,2025,Digital,171,21.8,14.3,250382,31.0,77618,328000,379274,74,9.0,Will likely switch brand,High,30.999832256312352,128892,0.004253389370217837
Tvs,Apache RTR 160 4V,159,mid,2023,Digital,126,43.9,11.0,97656,28.0,27344,125000,143623,67,3.0,Might reconsider,Medium,28.000327680838865,45967,0.02047931041685524
Ktm,Duke 200,199,mid,2020,Digital,132,43.0,13.1,146094,28.0,40906,187000,216276,74,1.3,Likely to buy,Low,27.999780962941667,70182,0.014712681943442638
Hero,Xtreme 125R,125,budget,2022,Digital,105,56.3,13.4,77344,28.0,21656,99000,118039,66,8.6,Will definitely switch,Very High,27.999586263963593,40695,0.031479426291310494
Honda,CD 110 Dream,109,budget,2021,Analog,94,75.3,8.1,57812,28.0,16188,74000,88214,62,7.7,Will definitely switch,Very High,28.001107036601397,30402,0.05292357222209626
Tvs,Raider 125,124,budget,2023,Digital,108,55.6,10.6,75781,28.0,21219,97000,112169,71,13.4,Will definitely switch,Very High,28.00042226943429,36388,0.03519332435878005
Bajaj,Pulsar RS200,199,mid,2020,Digital,132,39.9,12.0,126562,28.0,35438,162000,187749,77,13.4,Will definitely switch,Very High,28.000505681010097,61187,0.016363868782257162
Honda,Hornet 2.0,184,mid,2020,Digital,123,43.2,13.6,104688,28.0,29312,134000,156934,74,13.9,Will definitely switch,Very High,27.999388659636253,52246,0.020370346769979737
Honda,CB500X,471,premium,2022,Digital,202,21.6,15.4,419847,31.0,130153,550000,633548,86,5.2,Will likely switch brand,High,31.000102418261893,213701,0.0029320588179585446
Honda,Unicorn,160,mid,2021,Semi-Digital,122,45.1,13.1,86719,28.0,24281,111000,129333,68,13.1,Will definitely switch,Very High,27.999630992054797,42614,0.023712432248536724
Honda,CB350RS,348,premium,2025,Digital,143,34.4,14.9,167188,28.0,46812,214000,247930,81,7.0,Will likely switch brand,High,27.99961719740651,80742,0.011238656072278466
Honda,Shine,124,budget,2023,Semi-Digital,118,52.6,12.4,67969,28.0,19031,87000,101793,66,10.7,Will definitely switch,Very High,27.999529197133988,33824,0.03410450620376647
Royal Enfield,Bullet 350,346,premium,2024,Analog,155,31.4,16.8,128906,28.0,36094,165000,195991,67,8.5,Will likely switch brand,High,28.000248242905684,67085,0.010734166364782055
Bajaj,Dominar 400,373,premium,2021,Digital,207,23.5,15.5,180153,31.0,55847,236000,273801,73,10.8,Will definitely switch,Very High,30.999761313994217,93648,0.0062654993955464
Bajaj,Pulsar NS200,199,mid,2021,Digital,121,46.2,11.2,126562,28.0,35438,162000,184287,78,6.1,Will likely switch brand,High,28.000505681010097,57725,0.019554282179426657
Honda,CB350RS,348,premium,2020,Digital,147,30.0,19.7,181250,28.0,50750,232000,270683,72,11.5,Will definitely switch,Very High,28.000000000000004,89433,0.007979814026000894
Honda,CB350RS,348,premium,2023,Digital,143,28.6,18.9,168750,28.0,47250,216000,247678,82,9.1,Will likely switch brand,High,28.000000000000004,78928,0.00946874571015593
Bajaj,CT100,102,budget,2023,Analog,98,61.8,9.5,42969,28.0,12031,55000,64255,57,11.7,Will definitely switch,Very High,27.999255277060207,21286,0.05482219282546105
Suzuki,Gixxer,155,mid,2021,Semi-Digital,140,41.4,10.2,108594,28.0,30406,139000,160480,58,5.0,Might reconsider,Medium,27.9997053244194,51886,0.01496261216350947
Hero,Super Splendor,125,budget,2022,Semi-Digital,119,59.4,13.7,71875,28.0,20125,92000,106677,66,11.0,Will definitely switch,Very High,28.000000000000004,34802,0.03675018982536067
Yamaha,R3,321,premium,2021,Digital,156,35.6,18.2,340625,28.0,95375,436000,499160,82,14.7,Will definitely switch,Very High,28.000000000000004,158535,0.005848225018030291
Ktm,Duke 200,199,mid,2025,Digital,122,43.1,12.6,159375,28.0,44625,204000,233266,75,7.7,Will likely switch brand,High,28.000000000000004,73891,0.013857570327437346
Royal Enfield,Continental GT 650,648,premium,2022,Analog,166,20.8,13.2,245802,31.0,76198,322000,374728,64,6.1,Will definitely switch,Very High,30.999747764460828,128926,0.0035524433722593455
Tvs,Apache RTR 160 4V,159,mid,2025,Digital,129,44.6,13.7,100000,28.0,28000,128000,145212,69,8.7,Will likely switch brand,High,28.000000000000004,45212,0.02119246343277415
Tvs,Sport,99,budget,2020,Analog,100,78.2,9.9,50781,28.0,14219,65000,79733,54,1.7,Likely to buy,Low,28.000630156948464,28952,0.05296175987357807
Hero,HF Deluxe,97,budget,2025,Analog,97,64.9,9.3,58594,28.0,16406,75000,90991,61,14.6,Will definitely switch,Very High,27.999453868996827,32397,0.04350869866250509
Royal Enfield,Bullet 350,346,premium,2020,Analog,165,28.3,15.0,134375,28.0,37625,172000,198984,65,7.7,Will definitely switch,Very High,28.000000000000004,64609,0.009244461866280706
Honda,CB500X,471,premium,2025,Digital,173,20.6,14.1,455725,31.0,141275,597000,676966,86,10.2,Will definitely switch,Very High,31.00005485764441,221241,0.002616970423920847
Yamaha,R3,321,premium,2024,Digital,144,31.6,19.0,352344,28.0,98656,451000,523030,75,5.1,Will likely switch brand,High,27.999909179665327,170686,0.004531288836204424
Ktm,RC 390,373,premium,2021,Digital,199,20.5,17.0,236641,31.0,73359,310000,360151,80,2.0,Likely to buy,Low,31.00012254850174,123510,0.004553645554225866
Yamaha,R15M,155,mid,2022,Digital,122,42.5,10.7,146094,28.0,40906,187000,213815,74,2.3,Might reconsider,Medium,27.999780962941667,67721,0.014708977386993428
Tvs,Apache RTR 200 4V,197,mid,2022,Digital,134,37.7,13.1,110938,28.0,31062,142000,162608,70,14.8,Will definitely switch,Very High,27.999423101191656,51670,0.01622921381481846
Ktm,Adventure 390,373,premium,2024,Digital,183,21.9,19.4,281679,31.0,87321,369000,416907,75,6.6,Will likely switch brand,High,31.00018105716081,135228,0.003939727565140427
Honda,CB300R,293,premium,2022,Digital,161,31.0,19.1,208594,28.0,58406,267000,308463,78,8.1,Will likely switch brand,High,27.99984659194416,99869,0.007838865601384932
Hero,Xtreme 125R,125,budget,2022,Digital,105,57.6,11.5,83594,28.0,23406,107000,126114,67,12.9,Will definitely switch,Very High,27.99961719740651,42520,0.030600884913649557
